Elapsed_ms,Direction,SrcIP,DstIP,SrcPort,DstPort,DataLen,Data,RTT_ms,Status
18052.626,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
18054.614,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18054.614,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
18056.576,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18056.576,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
18058.548,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18058.548,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
18060.517,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18060.517,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
18062.502,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18062.502,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.985,0
18064.468,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18064.468,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
18066.449,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18066.449,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.980,0
18068.409,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18068.409,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
18070.409,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18070.409,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.999,0
18072.377,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18072.377,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
18074.356,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18074.356,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.979,0
18076.321,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18076.321,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
18078.476,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18078.476,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.155,0
18080.439,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18080.439,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
18082.265,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18082.265,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.825,0
18084.233,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18084.233,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
18086.364,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18086.364,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.130,0
18088.321,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18088.321,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
18090.308,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18090.308,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.984,0
18092.265,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18092.265,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
18094.401,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18094.401,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.136,0
18096.370,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18096.370,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
18098.360,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18098.360,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.989,0
18100.330,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18100.330,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.970,0
18102.481,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18102.481,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.151,0
18104.461,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18104.461,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.979,0
18106.775,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18106.775,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.313,0
18108.746,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18108.746,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.970,0
18110.732,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18110.732,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.986,0
18112.693,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18112.693,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
18114.700,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18114.700,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.007,0
18116.661,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18116.661,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
18118.656,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18118.656,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.994,0
18120.620,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18120.620,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
18122.608,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18122.608,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
18124.572,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18124.572,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
18126.572,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18126.572,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.999,0
18128.372,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18128.372,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.799,0
18130.680,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18130.680,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.307,0
18132.640,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18132.640,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
18134.635,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18134.635,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.995,0
18136.608,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18136.608,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
18138.595,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18138.595,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.986,0
18140.567,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18140.567,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
18142.544,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18142.544,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
18144.502,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18144.502,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
18146.491,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18146.491,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
18148.293,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18148.293,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.802,0
18150.751,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18150.751,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.456,0
18152.546,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18152.546,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.795,0
18154.545,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18154.545,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.998,0
18156.507,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18156.507,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
18158.667,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18158.667,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.159,0
18160.626,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18160.626,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
18162.634,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18162.634,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.007,0
18164.599,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18164.599,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
18166.598,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18166.598,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.999,0
18168.555,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18168.555,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
18170.543,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18170.543,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
18172.509,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18172.509,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.966,0
18174.495,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18174.495,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.985,0
18176.460,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18176.460,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
18178.619,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18178.619,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.158,0
18180.579,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18180.579,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
18182.598,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18182.598,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.018,0
18184.560,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18184.560,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
18186.542,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18186.542,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.981,0
18188.508,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18188.508,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
18190.500,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18190.500,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.992,0
18192.460,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18192.460,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
18194.608,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18194.608,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.147,0
18196.574,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18196.574,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
18198.547,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18198.547,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
18200.357,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18200.357,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.809,0
18202.505,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18202.505,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.148,0
18204.474,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18204.474,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
18206.468,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18206.468,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
18208.427,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18208.427,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
18210.570,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18210.570,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.142,0
18212.535,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18212.535,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
18214.523,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18214.523,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
18216.481,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18216.481,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
18218.630,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18218.630,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.149,0
18220.593,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18220.593,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
18222.581,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18222.581,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
18224.539,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18224.539,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
18226.522,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18226.522,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.981,0
18228.480,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18228.480,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
18230.469,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18230.469,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
18232.433,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18232.433,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
18234.602,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18234.602,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.169,0
18236.557,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18236.557,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.954,0
18238.551,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18238.551,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
18240.534,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18240.534,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.983,0
18242.532,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18242.532,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.997,0
18244.488,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18244.488,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.956,0
18246.476,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18246.476,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.987,0
18248.436,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18248.436,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
18250.596,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18250.596,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.159,0
18252.560,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18252.560,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
18254.571,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18254.571,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.010,0
18256.569,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18256.569,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
18258.693,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18258.693,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.117,0
18260.643,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18260.643,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.948,0
18262.640,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
18262.640,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.996,0
18264.607,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
